标识符,总分数,指标1,指标2,指标3,指标4,指标5,指标6,指标7,指标8,指标9,指标10,指标11,指标12,指标13,指标14,指标15,指标16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.294002,61.19,33.33,100,78.57,50,28.57,20,28.57,33.33,20,78.57,50,25,78.57,100,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.143449,50.88,20,28.57,28.57,33.33,25,33.33,50,78.57,28.57,50,78.57,78.57,33.33,100,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.359699,20.4,20,20,28.57,25,78.57,50,20,100,33.33,33.33,28.57,78.57,78.57,20,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.863302,3.92,28.57,100,28.57,78.57,25,20,25,100,20,28.57,100,50,100,33.33,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.325565,95.49,50,28.57,28.57,20,78.57,50,78.57,28.57,78.57,100,28.57,25,78.57,100,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.633678,28.18,50,25,28.57,25,100,28.57,20,33.33,25,50,25,78.57,78.57,33.33,28.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.78601,6.02,20,78.57,50,25,100,28.57,25,50,78.57,33.33,50,20,28.57,100,28.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.666889,28.72,33.33,20,33.33,100,100,50,100,33.33,20,28.57,20,28.57,20,25,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.87722,70.37,78.57,33.33,20,33.33,28.57,25,78.57,33.33,33.33,20,78.57,78.57,28.57,100,100,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.755984,64.79,50,25,28.57,25,33.33,28.57,78.57,100,25,20,78.57,25,78.57,20,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.428735,96.68,25,78.57,50,28.57,20,78.57,50,25,20,78.57,78.57,25,25,50,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.398411,28.44,100,50,78.57,28.57,50,100,20,33.33,78.57,50,33.33,28.57,78.57,20,28.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.110275,81.99,33.33,33.33,20,33.33,100,28.57,33.33,33.33,28.57,20,25,28.57,78.57,28.57,100,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.818145,57.03,33.33,25,20,50,50,25,20,33.33,78.57,100,50,28.57,33.33,33.33,100,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.428956,16.77,20,20,78.57,100,20,100,25,20,33.33,20,78.57,28.57,100,50,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.129825,2.83,20,33.33,20,100,20,25,50,25,20,78.57,25,25,28.57,50,33.33,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.123885,63.7,50,28.57,33.33,50,100,50,20,20,100,33.33,20,100,25,50,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.319522,74.51,50,78.57,50,50,50,78.57,78.57,50,100,28.57,33.33,33.33,25,78.57,28.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.824793,23.12,78.57,20,33.33,25,25,100,50,20,28.57,33.33,20,20,20,33.33,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.855621,23.71,50,78.57,28.57,28.57,20,28.57,50,33.33,100,25,50,28.57,28.57,25,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.87779,6.76,78.57,78.57,33.33,100,20,20,100,20,100,100,50,28.57,50,78.57,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.848238,8.34,20,50,50,100,50,100,33.33,20,100,28.57,25,78.57,100,33.33,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.357960,4.39,50,20,25,28.57,25,28.57,33.33,100,33.33,100,20,50,100,28.57,33.33,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.712025,22.21,20,50,25,25,100,20,33.33,100,25,33.33,50,25,78.57,50,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.138312,90.52,28.57,50,100,28.57,28.57,28.57,25,78.57,28.57,25,100,28.57,28.57,25,25,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.836680,88.98,20,20,20,78.57,100,50,78.57,100,25,20,28.57,25,20,78.57,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.771485,78.82,25,20,33.33,28.57,100,20,50,100,100,100,100,33.33,78.57,33.33,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.525323,46.21,100,50,28.57,25,33.33,78.57,50,28.57,20,50,33.33,25,100,100,33.33,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.763889,53.02,25,28.57,20,78.57,78.57,25,33.33,20,28.57,28.57,50,78.57,28.57,20,50,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.476569,99.89,33.33,33.33,25,25,33.33,78.57,50,33.33,25,25,28.57,50,33.33,20,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.760899,98.44,25,78.57,100,28.57,28.57,78.57,28.57,33.33,28.57,25,78.57,28.57,50,20,25,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.129145,86.09,33.33,33.33,28.57,78.57,78.57,28.57,25,50,25,78.57,20,100,33.33,33.33,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.397291,15.24,78.57,25,33.33,28.57,33.33,28.57,20,20,20,20,50,50,50,50,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.360298,67.23,78.57,100,20,33.33,50,20,100,25,20,25,33.33,33.33,78.57,100,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.398944,94.38,25,100,20,50,25,50,20,33.33,100,25,100,33.33,50,25,78.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.815864,9.83,25,78.57,28.57,25,78.57,20,50,25,78.57,28.57,33.33,78.57,25,28.57,28.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.556313,54.55,25,25,78.57,20,25,78.57,100,100,50,20,28.57,28.57,25,25,100,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.626207,41.04,50,50,25,33.33,50,50,33.33,28.57,28.57,25,50,28.57,78.57,50,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.843450,0.37,20,25,33.33,33.33,50,25,20,25,25,50,78.57,20,78.57,50,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.426923,2.08,78.57,100,33.33,78.57,78.57,28.57,78.57,78.57,33.33,33.33,25,20,25,78.57,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.761038,63.57,78.57,100,33.33,50,100,50,33.33,33.33,78.57,33.33,28.57,100,100,33.33,100,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.326352,47.67,28.57,100,20,33.33,100,50,50,20,28.57,33.33,25,33.33,78.57,50,100,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.354331,49.68,100,50,78.57,33.33,20,25,78.57,25,100,33.33,100,28.57,20,33.33,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.80711,64.23,100,100,20,20,33.33,20,28.57,20,50,100,28.57,78.57,28.57,20,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.890191,53.97,33.33,28.57,33.33,28.57,20,25,50,78.57,100,25,100,33.33,33.33,25,33.33,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.426683,32.76,28.57,25,28.57,50,25,33.33,100,25,28.57,78.57,78.57,50,20,25,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.774764,63.76,28.57,33.33,100,33.33,33.33,28.57,25,100,28.57,25,100,78.57,20,33.33,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.140433,46.18,78.57,20,33.33,50,25,33.33,20,25,100,25,25,33.33,50,33.33,78.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.389320,97,33.33,28.57,33.33,33.33,50,33.33,50,25,78.57,28.57,20,33.33,78.57,28.57,33.33,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.206826,55.64,50,28.57,78.57,25,50,78.57,33.33,20,33.33,50,50,20,78.57,100,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.399572,77.37,50,78.57,100,20,50,78.57,28.57,33.33,33.33,50,33.33,33.33,100,50,25,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.439783,91.89,78.57,100,28.57,28.57,28.57,78.57,20,78.57,33.33,20,78.57,50,25,33.33,100,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.141183,90.03,78.57,28.57,78.57,20,20,78.57,50,78.57,28.57,50,33.33,33.33,78.57,28.57,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.509541,13.85,100,20,78.57,78.57,33.33,33.33,33.33,25,25,28.57,28.57,20,28.57,100,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.626525,63.56,28.57,78.57,78.57,50,20,100,28.57,20,20,33.33,33.33,20,50,20,28.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.759085,33.6,33.33,78.57,25,25,25,25,78.57,100,28.57,78.57,78.57,20,28.57,50,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.397957,95.82,100,50,50,33.33,78.57,33.33,25,20,28.57,33.33,78.57,100,28.57,28.57,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.394343,53.36,25,78.57,20,50,100,20,50,100,50,78.57,25,25,78.57,25,20,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.1594/PANGAEA.187876,75.33,78.57,20,33.33,100,28.57,25,20,28.57,100,25,78.57,78.57,33.33,33.33,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/DWYBP9,33.5,33.33,20,20,25,78.57,33.33,33.33,50,100,50,50,50,20,78.57,20,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/SSTE5H,10.7,28.57,20,50,28.57,25,25,100,78.57,100,78.57,50,100,50,33.33,78.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/9SEELW,46.67,20,50,33.33,20,78.57,78.57,28.57,50,100,25,33.33,100,20,20,25,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/SOABOK,11.76,78.57,78.57,50,100,33.33,50,78.57,78.57,50,100,33.33,20,33.33,100,78.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/CXRCUW,47.83,50,25,28.57,25,20,50,20,100,20,100,20,28.57,33.33,78.57,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/LBX6LT,9.61,28.57,78.57,20,50,50,33.33,25,28.57,50,33.33,78.57,25,78.57,50,28.57,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/7XIL9F,64.02,20,20,78.57,100,20,33.33,20,20,20,20,20,100,50,33.33,50,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/E22ERL,38.46,25,100,100,50,50,25,20,50,28.57,25,50,50,50,50,25,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/NWBGBT,73.66,100,100,20,33.33,50,78.57,33.33,20,28.57,50,20,78.57,33.33,100,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/Q4DCXF,31.5,20,50,78.57,25,33.33,33.33,100,100,20,50,33.33,20,20,78.57,20,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/BYDJU6,25.29,78.57,78.57,28.57,33.33,50,50,33.33,50,33.33,50,25,100,33.33,25,50,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/AOX254,94.28,78.57,33.33,25,78.57,100,25,25,25,20,25,28.57,50,100,50,25,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/IK5I6G,24.79,50,20,100,20,50,33.33,20,100,28.57,33.33,78.57,100,20,100,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/BBMNR9,60.69,28.57,100,20,50,25,20,25,33.33,100,28.57,33.33,33.33,100,25,78.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/Z5CG9L,52.51,100,25,78.57,20,50,25,20,78.57,33.33,25,20,20,78.57,25,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/2VFYB3,29.62,33.33,20,78.57,33.33,100,50,20,28.57,78.57,50,25,78.57,33.33,20,28.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/HDUPX3,30.83,33.33,28.57,33.33,20,25,33.33,28.57,100,50,78.57,100,50,33.33,28.57,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/ABONWP,78.53,28.57,100,78.57,20,20,100,78.57,100,28.57,25,20,33.33,20,20,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/ARGNQU,49.21,33.33,50,33.33,28.57,78.57,20,78.57,20,28.57,25,25,33.33,100,33.33,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/DWY3WS,17.55,78.57,100,20,50,50,20,50,100,50,28.57,78.57,25,33.33,28.57,78.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/SOABOK,99.42,33.33,28.57,33.33,100,100,20,50,25,28.57,25,78.57,28.57,33.33,25,33.33,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/RPXN78,40.04,100,28.57,20,28.57,28.57,25,28.57,28.57,28.57,20,20,33.33,25,78.57,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/Q0LUSF,29.12,50,33.33,28.57,20,33.33,25,33.33,20,50,33.33,20,33.33,50,28.57,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/EOTJHU,32,78.57,28.57,33.33,33.33,28.57,78.57,33.33,33.33,28.57,33.33,20,20,33.33,100,100,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/S5LFT4,90.55,28.57,100,20,28.57,78.57,28.57,25,33.33,20,100,25,28.57,20,20,33.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/YDIE5W,84.75,28.57,100,50,25,25,25,100,50,25,78.57,78.57,100,33.33,50,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/2P4FJE,7.7,78.57,28.57,50,28.57,33.33,78.57,33.33,25,100,100,25,20,28.57,100,28.57,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/B3MUVZ,79.9,33.33,25,33.33,25,33.33,78.57,33.33,33.33,33.33,25,20,100,78.57,20,50,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/LYOY9A,23.49,33.33,25,28.57,33.33,78.57,20,20,50,78.57,100,100,20,100,25,20,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/18AWWA,83.61,20,28.57,28.57,33.33,25,20,20,50,33.33,33.33,20,50,100,50,100,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/0VUUNO,94.52,20,28.57,20,78.57,20,20,25,78.57,78.57,28.57,100,78.57,25,28.57,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/1MMRDP,49.45,20,20,50,28.57,28.57,78.57,50,100,28.57,100,50,50,50,100,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/VY1RDY,70.13,20,20,33.33,78.57,25,25,100,78.57,25,25,20,20,25,28.57,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/8DVVPG,33.18,100,100,33.33,78.57,28.57,78.57,33.33,50,100,20,100,28.57,50,78.57,78.57,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/G9S7KH,97.8,33.33,100,100,78.57,33.33,33.33,78.57,20,25,78.57,50,33.33,20,25,33.33,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/VGQYLQ,5.81,20,28.57,100,28.57,20,25,100,78.57,25,28.57,20,78.57,20,28.57,33.33,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/8SHSAV,27.82,28.57,78.57,78.57,28.57,50,28.57,25,25,25,100,33.33,100,100,28.57,78.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/ZLQIZZ,51.21,78.57,25,28.57,28.57,25,33.33,20,20,20,20,100,50,28.57,100,100,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/DYZWIU,98.44,20,78.57,100,100,28.57,20,20,78.57,25,28.57,33.33,100,78.57,100,78.57,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/XSE7XU,25.83,78.57,33.33,33.33,33.33,33.33,50,25,50,25,33.33,20,100,28.57,25,28.57,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/GWK0D0,14.31,78.57,20,50,78.57,100,78.57,78.57,28.57,33.33,100,20,20,33.33,25,50,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/SLQHWO,68.52,100,20,20,78.57,100,78.57,78.57,20,25,20,50,78.57,20,20,25,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/ZONQUZ,88,50,20,50,100,33.33,20,25,100,50,25,33.33,25,33.33,20,25,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/DYZWIU,78.55,25,78.57,50,50,28.57,78.57,50,50,100,25,100,33.33,100,25,78.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/ZU3KLJ,76.76,78.57,33.33,28.57,50,20,33.33,25,33.33,25,25,100,20,20,100,28.57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/BAPUJD,19.71,28.57,33.33,25,25,20,20,28.57,78.57,28.57,33.33,33.33,50,25,25,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/HDUPX3,95.46,25,20,25,25,78.57,50,28.57,50,20,33.33,100,20,78.57,100,100,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/UFC2JO,52.22,33.33,33.33,50,50,25,28.57,28.57,20,78.57,25,78.57,100,25,100,25,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/77SNQM,45.15,20,78.57,50,20,78.57,25,20,20,25,78.57,50,100,50,100,33.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/M0JE3Z,0.58,20,100,28.57,50,50,28.57,28.57,50,78.57,33.33,20,33.33,25,28.57,33.33,33.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/Y3FWCY,85.47,50,20,50,50,33.33,100,100,100,50,33.33,50,28.57,20,78.57,25,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/IK5I6G,34.35,28.57,100,20,33.33,50,20,28.57,78.57,78.57,33.33,28.57,20,100,100,50,78.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/JEZXYF,92.98,20,78.57,33.33,78.57,100,20,33.33,28.57,33.33,78.57,100,100,25,28.57,50,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/TMR0A2,28.28,78.57,100,100,25,28.57,50,100,100,25,28.57,78.57,25,100,28.57,28.57,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://doi.org/10.18710/G3E9PT,40.06,28.57,50,28.57,28.57,78.57,78.57,50,20,20,28.57,28.57,78.57,20,20,20,28.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
